course_code,course_name,professor,semester,course_description,credits,room_and_schedule,satisfies_core_requirement,prerequisites,corequisites,cross_listed_with,student_level
THEO1091.31,Perspectives on Western Culture II/Perspectives II,"Frost, Michael C",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 111S TuTh 04:30PM -05:45PM,Theology,None,None,None,Undergraduate
THEO1091.33,Perspectives on Western Culture II/Perspectives II,"Barrette, Andrew",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Advising Section;Stokes Hall 115N M WF 11:00AM -11:50AM,Theology,None,None,None,Undergraduate
THEO1091.37,Perspectives on Western Culture II/Perspectives II,"Magri, Elisa",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 401N TuTh 01:30PM -02:45PM,Theology,None,None,None,Undergraduate
THEO1091.39,Perspectives on Western Culture II/Perspectives II,"Muldoon, Timothy P",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 295S M WF 02:00PM -02:50PM,Theology,None,None,None,Undergraduate
THEO1091.43,Perspectives on Western Culture II/Perspectives II,"Storey, David E",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 401N M WF 12:00 Noon-12:50PM,Theology,None,None,None,Undergraduate
THEO1091.45,Perspectives on Western Culture II/Perspectives II,"Donnelly, Jason M",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Advising Section;Stokes Hall 115S TuTh 01:30PM -02:45PM,Theology,None,None,None,Undergraduate
THEO1091.47,Perspectives on Western Culture II/Perspectives II,"Steichen, John D",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 117S TuTh 10:30AM -11:45AM,Theology,None,None,None,Undergraduate
THEO1091.49,Perspectives on Western Culture II/Perspectives II,"Boor Mulcahey, Kelsey",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 115N TuTh 10:30AM -11:45AM,Theology,None,None,None,Undergraduate
THEO1091.51,Perspectives on Western Culture II/Perspectives II,"Floyd, Gregory P",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 145N TuTh 03:00PM -04:15PM,Theology,None,None,None,Undergraduate
THEO1091.53,Perspectives on Western Culture II/Perspectives II,"Tacelli, Ronald, SJ",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 101N M WF 10:00AM -10:50AM,Theology,None,None,None,Undergraduate
